date,hour,border,currency,price,cap_offered_mw,cap_allocated_mw
2024-01-01,1,MD-UA,EUR,1.5478,70,70
2024-01-01,2,MD-UA,EUR,1.5478,70,70
2024-01-01,3,MD-UA,EUR,1.5478,70,70
2024-01-01,4,MD-UA,EUR,1.5478,70,70
2024-01-01,5,MD-UA,EUR,1.5478,70,70
2024-01-01,6,MD-UA,EUR,1.5478,70,70
2024-01-01,7,MD-UA,EUR,1.5478,70,70
2024-01-01,8,MD-UA,EUR,1.9049,70,70
2024-01-01,9,MD-UA,EUR,1.9049,70,70
2024-01-01,10,MD-UA,EUR,1.9049,70,70
2024-01-01,11,MD-UA,EUR,1.9049,70,70
2024-01-01,12,MD-UA,EUR,1.9049,70,70
2024-01-01,13,MD-UA,EUR,1.1906,100,100
2024-01-01,14,MD-UA,EUR,1.5478,100,100
2024-01-01,15,MD-UA,EUR,1.5478,100,100
2024-01-01,16,MD-UA,EUR,1.5478,100,100
2024-01-01,17,MD-UA,EUR,1.1906,100,100
2024-01-01,18,MD-UA,EUR,0.9525,100,100
2024-01-01,19,MD-UA,EUR,0.2381,100,100
2024-01-01,20,MD-UA,EUR,0.0238,100,100
2024-01-01,21,MD-UA,EUR,0.0238,100,100
2024-01-01,22,MD-UA,EUR,0.0238,70,70
2024-01-01,23,MD-UA,EUR,0.0238,70,70
2024-01-01,24,MD-UA,EUR,7e-4,70,70
2024-01-01,1,PL-UA,EUR,0,0,0
2024-01-01,2,PL-UA,EUR,0,0,0
2024-01-01,3,PL-UA,EUR,0,0,0
2024-01-01,4,PL-UA,EUR,0,0,0
2024-01-01,5,PL-UA,EUR,0,0,0
2024-01-01,6,PL-UA,EUR,0,0,0
2024-01-01,7,PL-UA,EUR,0,0,0
2024-01-01,8,PL-UA,EUR,0,0,0
2024-01-01,9,PL-UA,EUR,0,0,0
2024-01-01,10,PL-UA,EUR,0,0,0
2024-01-01,11,PL-UA,EUR,0,0,0
2024-01-01,12,PL-UA,EUR,0,0,0
2024-01-01,13,PL-UA,EUR,0,100,100
2024-01-01,14,PL-UA,EUR,0,200,200
2024-01-01,15,PL-UA,EUR,0,270,270
2024-01-01,16,PL-UA,EUR,0,270,270
2024-01-01,17,PL-UA,EUR,0,270,270
2024-01-01,18,PL-UA,EUR,0,270,270
2024-01-01,19,PL-UA,EUR,0,270,270
2024-01-01,20,PL-UA,EUR,0,200,200
2024-01-01,21,PL-UA,EUR,0,150,150
2024-01-01,22,PL-UA,EUR,0,0,0
2024-01-01,23,PL-UA,EUR,0,0,0
2024-01-01,24,PL-UA,EUR,0,0,0
2024-01-01,1,RO-UA,EUR,0,0,0
2024-01-01,2,RO-UA,EUR,0,0,0
2024-01-01,3,RO-UA,EUR,0,0,0
2024-01-01,4,RO-UA,EUR,0,0,0
2024-01-01,5,RO-UA,EUR,0,0,0
2024-01-01,6,RO-UA,EUR,0,0,0
2024-01-01,7,RO-UA,EUR,0,0,0
2024-01-01,8,RO-UA,EUR,0,0,0
2024-01-01,9,RO-UA,EUR,0,0,0
2024-01-01,10,RO-UA,EUR,0,0,0
2024-01-01,11,RO-UA,EUR,0,0,0
2024-01-01,12,RO-UA,EUR,0,0,0
2024-01-01,13,RO-UA,EUR,11.52,100,100
2024-01-01,14,RO-UA,EUR,8.85,200,200
2024-01-01,15,RO-UA,EUR,5.1,270,270
2024-01-01,16,RO-UA,EUR,5.1,270,270
2024-01-01,17,RO-UA,EUR,2,270,270
2024-01-01,18,RO-UA,EUR,2,270,270
2024-01-01,19,RO-UA,EUR,3.1,270,270
2024-01-01,20,RO-UA,EUR,5.34,200,200
2024-01-01,21,RO-UA,EUR,0.44,150,150
2024-01-01,22,RO-UA,EUR,0,0,0
2024-01-01,23,RO-UA,EUR,0,0,0
2024-01-01,24,RO-UA,EUR,0,0,0
2024-01-01,1,UA-MD,EUR,0,0,0
2024-01-01,2,UA-MD,EUR,0,0,0
2024-01-01,3,UA-MD,EUR,0,0,0
2024-01-01,4,UA-MD,EUR,0,0,0
2024-01-01,5,UA-MD,EUR,0,0,0
2024-01-01,6,UA-MD,EUR,0,0,0
2024-01-01,7,UA-MD,EUR,0,0,0
2024-01-01,8,UA-MD,EUR,0,0,0
2024-01-01,9,UA-MD,EUR,0,0,0
2024-01-01,10,UA-MD,EUR,0,0,0
2024-01-01,11,UA-MD,EUR,0,0,0
2024-01-01,12,UA-MD,EUR,0,0,0
2024-01-01,13,UA-MD,EUR,0,0,0
2024-01-01,14,UA-MD,EUR,0,0,0
2024-01-01,15,UA-MD,EUR,0,0,0
2024-01-01,16,UA-MD,EUR,0,0,0
2024-01-01,17,UA-MD,EUR,0,0,0
2024-01-01,18,UA-MD,EUR,0,0,0
2024-01-01,19,UA-MD,EUR,0,0,0
2024-01-01,20,UA-MD,EUR,0,0,0
2024-01-01,21,UA-MD,EUR,0,0,0
2024-01-01,22,UA-MD,EUR,0,0,0
2024-01-01,23,UA-MD,EUR,0,0,0
2024-01-01,24,UA-MD,EUR,0,0,0
2024-01-01,1,UA-PL,EUR,0,0,0
2024-01-01,2,UA-PL,EUR,0,0,0
2024-01-01,3,UA-PL,EUR,0,0,0
2024-01-01,4,UA-PL,EUR,0,0,0
2024-01-01,5,UA-PL,EUR,0,0,0
2024-01-01,6,UA-PL,EUR,0,0,0
2024-01-01,7,UA-PL,EUR,0,0,0
2024-01-01,8,UA-PL,EUR,0,0,0
2024-01-01,9,UA-PL,EUR,0,0,0
2024-01-01,10,UA-PL,EUR,0,0,0
2024-01-01,11,UA-PL,EUR,0,0,0
2024-01-01,12,UA-PL,EUR,0,0,0
2024-01-01,13,UA-PL,EUR,0,0,0
2024-01-01,14,UA-PL,EUR,0,0,0
2024-01-01,15,UA-PL,EUR,0,0,0
2024-01-01,16,UA-PL,EUR,0,0,0
2024-01-01,17,UA-PL,EUR,0,0,0
2024-01-01,18,UA-PL,EUR,0,0,0
2024-01-01,19,UA-PL,EUR,0,0,0
2024-01-01,20,UA-PL,EUR,0,0,0
2024-01-01,21,UA-PL,EUR,0,0,0
2024-01-01,22,UA-PL,EUR,0,0,0
2024-01-01,23,UA-PL,EUR,0,0,0
2024-01-01,24,UA-PL,EUR,0,0,0
2024-01-01,1,UA-RO,EUR,0,133,0
2024-01-01,2,UA-RO,EUR,0,133,0
2024-01-01,3,UA-RO,EUR,0,133,0
2024-01-01,4,UA-RO,EUR,0,133,0
2024-01-01,5,UA-RO,EUR,0,133,0
2024-01-01,6,UA-RO,EUR,0,133,0
2024-01-01,7,UA-RO,EUR,0,133,0
2024-01-01,8,UA-RO,EUR,0,0,0
2024-01-01,9,UA-RO,EUR,0,0,0
2024-01-01,10,UA-RO,EUR,0,0,0
2024-01-01,11,UA-RO,EUR,0,0,0
2024-01-01,12,UA-RO,EUR,0,0,0
2024-01-01,13,UA-RO,EUR,0,0,0
2024-01-01,14,UA-RO,EUR,0,0,0
2024-01-01,15,UA-RO,EUR,0,0,0
2024-01-01,16,UA-RO,EUR,0,0,0
2024-01-01,17,UA-RO,EUR,0,0,0
2024-01-01,18,UA-RO,EUR,0,0,0
2024-01-01,19,UA-RO,EUR,0,0,0
2024-01-01,20,UA-RO,EUR,0,0,0
2024-01-01,21,UA-RO,EUR,0,0,0
2024-01-01,22,UA-RO,EUR,0,0,0
2024-01-01,23,UA-RO,EUR,0,100,0
2024-01-01,24,UA-RO,EUR,0,100,0
2024-01-02,1,MD-UA,EUR,0,70,40
2024-01-02,2,MD-UA,EUR,0,70,40
2024-01-02,3,MD-UA,EUR,0,70,40
2024-01-02,4,MD-UA,EUR,0,70,40
2024-01-02,5,MD-UA,EUR,0,70,40
2024-01-02,6,MD-UA,EUR,0,100,40
2024-01-02,7,MD-UA,EUR,0,100,40
2024-01-02,8,MD-UA,EUR,0,100,40
2024-01-02,9,MD-UA,EUR,0,100,40
2024-01-02,10,MD-UA,EUR,0,100,40
2024-01-02,11,MD-UA,EUR,0,100,40
2024-01-02,12,MD-UA,EUR,0,100,40
2024-01-02,13,MD-UA,EUR,0,100,40
2024-01-02,14,MD-UA,EUR,0,150,40
2024-01-02,15,MD-UA,EUR,0,150,40
2024-01-02,16,MD-UA,EUR,0,150,40
2024-01-02,17,MD-UA,EUR,0,150,40
2024-01-02,18,MD-UA,EUR,0,150,40
2024-01-02,19,MD-UA,EUR,0,150,40
2024-01-02,20,MD-UA,EUR,0,100,40
2024-01-02,21,MD-UA,EUR,0,100,40
2024-01-02,22,MD-UA,EUR,0,70,40
2024-01-02,23,MD-UA,EUR,0,70,40
2024-01-02,24,MD-UA,EUR,0,70,40
2024-01-02,1,PL-UA,EUR,0,0,0
2024-01-02,2,PL-UA,EUR,0,0,0
2024-01-02,3,PL-UA,EUR,0,0,0
2024-01-02,4,PL-UA,EUR,0,0,0
2024-01-02,5,PL-UA,EUR,0,0,0
2024-01-02,6,PL-UA,EUR,0,0,0
2024-01-02,7,PL-UA,EUR,0,0,0
2024-01-02,8,PL-UA,EUR,0,0,0
2024-01-02,9,PL-UA,EUR,0,0,0
2024-01-02,10,PL-UA,EUR,0,0,0
2024-01-02,11,PL-UA,EUR,0,0,0
2024-01-02,12,PL-UA,EUR,0,0,0
2024-01-02,13,PL-UA,EUR,0,0,0
2024-01-02,14,PL-UA,EUR,0,0,0
2024-01-02,15,PL-UA,EUR,0,0,0
2024-01-02,16,PL-UA,EUR,0,0,0
2024-01-02,17,PL-UA,EUR,0,0,0
2024-01-02,18,PL-UA,EUR,0,0,0
2024-01-02,19,PL-UA,EUR,0,0,0
2024-01-02,20,PL-UA,EUR,0,0,0
2024-01-02,21,PL-UA,EUR,0,0,0
2024-01-02,22,PL-UA,EUR,0,0,0
2024-01-02,23,PL-UA,EUR,0,0,0
2024-01-02,24,PL-UA,EUR,0,0,0
2024-01-02,1,RO-UA,EUR,0,0,0
2024-01-02,2,RO-UA,EUR,0,0,0
2024-01-02,3,RO-UA,EUR,0,0,0
2024-01-02,4,RO-UA,EUR,0,0,0
2024-01-02,5,RO-UA,EUR,0,0,0
2024-01-02,6,RO-UA,EUR,0,150,69
2024-01-02,7,RO-UA,EUR,0,300,149
2024-01-02,8,RO-UA,EUR,0,450,214
2024-01-02,9,RO-UA,EUR,0,450,214
2024-01-02,10,RO-UA,EUR,0,250,209
2024-01-02,11,RO-UA,EUR,0,250,209
2024-01-02,12,RO-UA,EUR,0,250,209
2024-01-02,13,RO-UA,EUR,0,450,209
2024-01-02,14,RO-UA,EUR,0,500,209
2024-01-02,15,RO-UA,EUR,0,500,209
2024-01-02,16,RO-UA,EUR,0,500,209
2024-01-02,17,RO-UA,EUR,0,500,209
2024-01-02,18,RO-UA,EUR,0,500,209
2024-01-02,19,RO-UA,EUR,0,500,209
2024-01-02,20,RO-UA,EUR,0,450,209
2024-01-02,21,RO-UA,EUR,0,200,139
2024-01-02,22,RO-UA,EUR,0,0,0
2024-01-02,23,RO-UA,EUR,0,0,0
2024-01-02,24,RO-UA,EUR,0,0,0
2024-01-02,1,UA-MD,EUR,0,0,0
2024-01-02,2,UA-MD,EUR,0,0,0
2024-01-02,3,UA-MD,EUR,0,0,0
2024-01-02,4,UA-MD,EUR,0,0,0
2024-01-02,5,UA-MD,EUR,0,0,0
2024-01-02,6,UA-MD,EUR,0,0,0
2024-01-02,7,UA-MD,EUR,0,0,0
2024-01-02,8,UA-MD,EUR,0,0,0
2024-01-02,9,UA-MD,EUR,0,0,0
2024-01-02,10,UA-MD,EUR,0,0,0
2024-01-02,11,UA-MD,EUR,0,0,0
2024-01-02,12,UA-MD,EUR,0,0,0
2024-01-02,13,UA-MD,EUR,0,0,0
2024-01-02,14,UA-MD,EUR,0,0,0
2024-01-02,15,UA-MD,EUR,0,0,0
2024-01-02,16,UA-MD,EUR,0,0,0
2024-01-02,17,UA-MD,EUR,0,0,0
2024-01-02,18,UA-MD,EUR,0,0,0
2024-01-02,19,UA-MD,EUR,0,0,0
2024-01-02,20,UA-MD,EUR,0,0,0
2024-01-02,21,UA-MD,EUR,0,0,0
2024-01-02,22,UA-MD,EUR,0,0,0
2024-01-02,23,UA-MD,EUR,0,0,0
2024-01-02,24,UA-MD,EUR,0,0,0
2024-01-02,1,UA-PL,EUR,0,0,0
2024-01-02,2,UA-PL,EUR,0,0,0
2024-01-02,3,UA-PL,EUR,0,0,0
2024-01-02,4,UA-PL,EUR,0,0,0
2024-01-02,5,UA-PL,EUR,0,0,0
2024-01-02,6,UA-PL,EUR,0,0,0
2024-01-02,7,UA-PL,EUR,0,0,0
2024-01-02,8,UA-PL,EUR,0,0,0
2024-01-02,9,UA-PL,EUR,0,0,0
2024-01-02,10,UA-PL,EUR,0,0,0
2024-01-02,11,UA-PL,EUR,0,0,0
2024-01-02,12,UA-PL,EUR,0,0,0
2024-01-02,13,UA-PL,EUR,0,0,0
2024-01-02,14,UA-PL,EUR,0,0,0
2024-01-02,15,UA-PL,EUR,0,0,0
2024-01-02,16,UA-PL,EUR,0,0,0
2024-01-02,17,UA-PL,EUR,0,0,0
2024-01-02,18,UA-PL,EUR,0,0,0
2024-01-02,19,UA-PL,EUR,0,0,0
2024-01-02,20,UA-PL,EUR,0,0,0
2024-01-02,21,UA-PL,EUR,0,0,0
2024-01-02,22,UA-PL,EUR,0,0,0
2024-01-02,23,UA-PL,EUR,0,0,0
2024-01-02,24,UA-PL,EUR,0,0,0
2024-01-02,1,UA-RO,EUR,0,133,133
2024-01-02,2,UA-RO,EUR,0,133,133
2024-01-02,3,UA-RO,EUR,0,133,133
2024-01-02,4,UA-RO,EUR,0,100,100
2024-01-02,5,UA-RO,EUR,0,0,0
2024-01-02,6,UA-RO,EUR,0,0,0
2024-01-02,7,UA-RO,EUR,0,0,0
2024-01-02,8,UA-RO,EUR,0,0,0
2024-01-02,9,UA-RO,EUR,0,0,0
2024-01-02,10,UA-RO,EUR,0,0,0
2024-01-02,11,UA-RO,EUR,0,0,0
2024-01-02,12,UA-RO,EUR,0,0,0
2024-01-02,13,UA-RO,EUR,0,0,0
2024-01-02,14,UA-RO,EUR,0,0,0
2024-01-02,15,UA-RO,EUR,0,0,0
2024-01-02,16,UA-RO,EUR,0,0,0
2024-01-02,17,UA-RO,EUR,0,0,0
2024-01-02,18,UA-RO,EUR,0,0,0
2024-01-02,19,UA-RO,EUR,0,0,0
2024-01-02,20,UA-RO,EUR,0,0,0
2024-01-02,21,UA-RO,EUR,0,0,0
2024-01-02,22,UA-RO,EUR,0,0,0
2024-01-02,23,UA-RO,EUR,0,100,100
2024-01-02,24,UA-RO,EUR,0,100,100
2024-01-03,1,MD-UA,EUR,0,70,65
2024-01-03,2,MD-UA,EUR,0,70,65
2024-01-03,3,MD-UA,EUR,0,70,65
2024-01-03,4,MD-UA,EUR,0,70,65
2024-01-03,5,MD-UA,EUR,0,70,65
2024-01-03,6,MD-UA,EUR,0,100,70
2024-01-03,7,MD-UA,EUR,0,100,70
2024-01-03,8,MD-UA,EUR,0,100,70
2024-01-03,9,MD-UA,EUR,0,100,70
2024-01-03,10,MD-UA,EUR,0,100,70
2024-01-03,11,MD-UA,EUR,0,100,70
2024-01-03,12,MD-UA,EUR,0,100,70
2024-01-03,13,MD-UA,EUR,0,100,70
2024-01-03,14,MD-UA,EUR,0,150,70
2024-01-03,15,MD-UA,EUR,0,150,70
2024-01-03,16,MD-UA,EUR,0,150,70
2024-01-03,17,MD-UA,EUR,0,150,70
2024-01-03,18,MD-UA,EUR,0,150,70
2024-01-03,19,MD-UA,EUR,0,150,70
2024-01-03,20,MD-UA,EUR,0,100,70
2024-01-03,21,MD-UA,EUR,0,100,70
2024-01-03,22,MD-UA,EUR,0,70,65
2024-01-03,23,MD-UA,EUR,0,70,65
2024-01-03,24,MD-UA,EUR,0,70,40
2024-01-03,1,PL-UA,EUR,0,0,0
2024-01-03,2,PL-UA,EUR,0,0,0
2024-01-03,3,PL-UA,EUR,0,0,0
2024-01-03,4,PL-UA,EUR,0,0,0
2024-01-03,5,PL-UA,EUR,0,0,0
2024-01-03,6,PL-UA,EUR,0,0,0
2024-01-03,7,PL-UA,EUR,0,0,0
2024-01-03,8,PL-UA,EUR,0,0,0
2024-01-03,9,PL-UA,EUR,0,0,0
2024-01-03,10,PL-UA,EUR,0,0,0
2024-01-03,11,PL-UA,EUR,0,0,0
2024-01-03,12,PL-UA,EUR,0,0,0
2024-01-03,13,PL-UA,EUR,0,0,0
2024-01-03,14,PL-UA,EUR,0,0,0
2024-01-03,15,PL-UA,EUR,0,0,0
2024-01-03,16,PL-UA,EUR,0,0,0
2024-01-03,17,PL-UA,EUR,0,0,0
2024-01-03,18,PL-UA,EUR,0,0,0
2024-01-03,19,PL-UA,EUR,0,0,0
2024-01-03,20,PL-UA,EUR,0,0,0
2024-01-03,21,PL-UA,EUR,0,0,0
2024-01-03,22,PL-UA,EUR,0,0,0
2024-01-03,23,PL-UA,EUR,0,0,0
2024-01-03,24,PL-UA,EUR,0,0,0
2024-01-03,1,RO-UA,EUR,0,0,0
2024-01-03,2,RO-UA,EUR,0,0,0
2024-01-03,3,RO-UA,EUR,0,0,0
2024-01-03,4,RO-UA,EUR,0,0,0
2024-01-03,5,RO-UA,EUR,0,0,0
2024-01-03,6,RO-UA,EUR,0,150,54
2024-01-03,7,RO-UA,EUR,0,300,144
2024-01-03,8,RO-UA,EUR,0,450,194
2024-01-03,9,RO-UA,EUR,0,450,194
2024-01-03,10,RO-UA,EUR,0,250,189
2024-01-03,11,RO-UA,EUR,0,250,189
2024-01-03,12,RO-UA,EUR,0,250,189
2024-01-03,13,RO-UA,EUR,0,450,194
2024-01-03,14,RO-UA,EUR,0,500,244
2024-01-03,15,RO-UA,EUR,0,500,254
2024-01-03,16,RO-UA,EUR,0,500,234
2024-01-03,17,RO-UA,EUR,0,500,204
2024-01-03,18,RO-UA,EUR,0,500,204
2024-01-03,19,RO-UA,EUR,0,500,194
2024-01-03,20,RO-UA,EUR,0,450,194
2024-01-03,21,RO-UA,EUR,0,200,84
2024-01-03,22,RO-UA,EUR,0,0,0
2024-01-03,23,RO-UA,EUR,0,0,0
2024-01-03,24,RO-UA,EUR,0,0,0
2024-01-03,1,UA-MD,EUR,0,133,50
2024-01-03,2,UA-MD,EUR,0,133,50
2024-01-03,3,UA-MD,EUR,0,133,50
2024-01-03,4,UA-MD,EUR,0,0,0
2024-01-03,5,UA-MD,EUR,0,0,0
2024-01-03,6,UA-MD,EUR,0,0,0
2024-01-03,7,UA-MD,EUR,0,0,0
2024-01-03,8,UA-MD,EUR,0,0,0
2024-01-03,9,UA-MD,EUR,0,0,0
2024-01-03,10,UA-MD,EUR,0,0,0
2024-01-03,11,UA-MD,EUR,0,0,0
2024-01-03,12,UA-MD,EUR,0,0,0
2024-01-03,13,UA-MD,EUR,0,0,0
2024-01-03,14,UA-MD,EUR,0,0,0
2024-01-03,15,UA-MD,EUR,0,0,0
2024-01-03,16,UA-MD,EUR,0,0,0
2024-01-03,17,UA-MD,EUR,0,0,0
2024-01-03,18,UA-MD,EUR,0,0,0
2024-01-03,19,UA-MD,EUR,0,0,0
2024-01-03,20,UA-MD,EUR,0,0,0
2024-01-03,21,UA-MD,EUR,0,0,0
2024-01-03,22,UA-MD,EUR,0,0,0
2024-01-03,23,UA-MD,EUR,0,0,0
2024-01-03,24,UA-MD,EUR,0,0,0
2024-01-03,1,UA-PL,EUR,0,0,0
2024-01-03,2,UA-PL,EUR,0,0,0
2024-01-03,3,UA-PL,EUR,0,0,0
2024-01-03,4,UA-PL,EUR,0,0,0
2024-01-03,5,UA-PL,EUR,0,0,0
2024-01-03,6,UA-PL,EUR,0,0,0
2024-01-03,7,UA-PL,EUR,0,0,0
2024-01-03,8,UA-PL,EUR,0,0,0
2024-01-03,9,UA-PL,EUR,0,0,0
2024-01-03,10,UA-PL,EUR,0,0,0
2024-01-03,11,UA-PL,EUR,0,0,0
2024-01-03,12,UA-PL,EUR,0,0,0
2024-01-03,13,UA-PL,EUR,0,0,0
2024-01-03,14,UA-PL,EUR,0,0,0
2024-01-03,15,UA-PL,EUR,0,0,0
2024-01-03,16,UA-PL,EUR,0,0,0
2024-01-03,17,UA-PL,EUR,0,0,0
2024-01-03,18,UA-PL,EUR,0,0,0
2024-01-03,19,UA-PL,EUR,0,0,0
2024-01-03,20,UA-PL,EUR,0,0,0
2024-01-03,21,UA-PL,EUR,0,0,0
2024-01-03,22,UA-PL,EUR,0,0,0
2024-01-03,23,UA-PL,EUR,0,0,0
2024-01-03,24,UA-PL,EUR,0,0,0
2024-01-03,1,UA-RO,EUR,0,133,133
2024-01-03,2,UA-RO,EUR,0,133,133
2024-01-03,3,UA-RO,EUR,0,133,133
2024-01-03,4,UA-RO,EUR,0,100,100
2024-01-03,5,UA-RO,EUR,0,0,0
2024-01-03,6,UA-RO,EUR,0,0,0
2024-01-03,7,UA-RO,EUR,0,0,0
2024-01-03,8,UA-RO,EUR,0,0,0
2024-01-03,9,UA-RO,EUR,0,0,0
2024-01-03,10,UA-RO,EUR,0,0,0
2024-01-03,11,UA-RO,EUR,0,0,0
2024-01-03,12,UA-RO,EUR,0,0,0
2024-01-03,13,UA-RO,EUR,0,0,0
2024-01-03,14,UA-RO,EUR,0,0,0
2024-01-03,15,UA-RO,EUR,0,0,0
2024-01-03,16,UA-RO,EUR,0,0,0
2024-01-03,17,UA-RO,EUR,0,0,0
2024-01-03,18,UA-RO,EUR,0,0,0
2024-01-03,19,UA-RO,EUR,0,0,0
2024-01-03,20,UA-RO,EUR,0,0,0
2024-01-03,21,UA-RO,EUR,0,0,0
2024-01-03,22,UA-RO,EUR,0,0,0
2024-01-03,23,UA-RO,EUR,0,100,100
2024-01-03,24,UA-RO,EUR,0,100,100
2024-01-04,1,MD-UA,EUR,0,70,64
2024-01-04,2,MD-UA,EUR,0,70,64
2024-01-04,3,MD-UA,EUR,0,70,64
2024-01-04,4,MD-UA,EUR,0,70,64
2024-01-04,5,MD-UA,EUR,0,70,64
2024-01-04,6,MD-UA,EUR,0,100,70
2024-01-04,7,MD-UA,EUR,0,100,70
2024-01-04,8,MD-UA,EUR,0,100,70
2024-01-04,9,MD-UA,EUR,0,100,70
2024-01-04,10,MD-UA,EUR,0,100,70
2024-01-04,11,MD-UA,EUR,0,100,70
2024-01-04,12,MD-UA,EUR,0,100,70
2024-01-04,13,MD-UA,EUR,0,100,70
2024-01-04,14,MD-UA,EUR,0,150,70
2024-01-04,15,MD-UA,EUR,0,150,70
2024-01-04,16,MD-UA,EUR,0,150,70
2024-01-04,17,MD-UA,EUR,0,150,70
2024-01-04,18,MD-UA,EUR,0,150,70
2024-01-04,19,MD-UA,EUR,0,150,70
2024-01-04,20,MD-UA,EUR,0,100,70
2024-01-04,21,MD-UA,EUR,0,100,70
2024-01-04,22,MD-UA,EUR,0,70,64
2024-01-04,23,MD-UA,EUR,0,70,64
2024-01-04,24,MD-UA,EUR,0,70,40
2024-01-04,1,PL-UA,EUR,0,0,0
2024-01-04,2,PL-UA,EUR,0,0,0
2024-01-04,3,PL-UA,EUR,0,0,0
2024-01-04,4,PL-UA,EUR,0,0,0
2024-01-04,5,PL-UA,EUR,0,0,0
2024-01-04,6,PL-UA,EUR,0,0,0
2024-01-04,7,PL-UA,EUR,0,0,0
2024-01-04,8,PL-UA,EUR,0,0,0
2024-01-04,9,PL-UA,EUR,0,0,0
2024-01-04,10,PL-UA,EUR,0,0,0
2024-01-04,11,PL-UA,EUR,0,0,0
2024-01-04,12,PL-UA,EUR,0,0,0
2024-01-04,13,PL-UA,EUR,0,0,0
2024-01-04,14,PL-UA,EUR,0,0,0
2024-01-04,15,PL-UA,EUR,0,0,0
2024-01-04,16,PL-UA,EUR,0,0,0
2024-01-04,17,PL-UA,EUR,0,0,0
2024-01-04,18,PL-UA,EUR,0,0,0
2024-01-04,19,PL-UA,EUR,0,0,0
2024-01-04,20,PL-UA,EUR,0,0,0
2024-01-04,21,PL-UA,EUR,0,0,0
2024-01-04,22,PL-UA,EUR,0,0,0
2024-01-04,23,PL-UA,EUR,0,0,0
2024-01-04,24,PL-UA,EUR,0,0,0
2024-01-04,1,RO-UA,EUR,0,0,0
2024-01-04,2,RO-UA,EUR,0,0,0
2024-01-04,3,RO-UA,EUR,0,0,0
2024-01-04,4,RO-UA,EUR,0,0,0
2024-01-04,5,RO-UA,EUR,0,0,0
2024-01-04,6,RO-UA,EUR,0,150,70
2024-01-04,7,RO-UA,EUR,0,300,165
2024-01-04,8,RO-UA,EUR,0,450,295
2024-01-04,9,RO-UA,EUR,0,450,295
2024-01-04,10,RO-UA,EUR,0.05,250,250
2024-01-04,11,RO-UA,EUR,0.05,250,250
2024-01-04,12,RO-UA,EUR,0.05,250,250
2024-01-04,13,RO-UA,EUR,0,450,265
2024-01-04,14,RO-UA,EUR,0,500,265
2024-01-04,15,RO-UA,EUR,0,500,265
2024-01-04,16,RO-UA,EUR,0,500,245
2024-01-04,17,RO-UA,EUR,0,500,215
2024-01-04,18,RO-UA,EUR,0,500,215
2024-01-04,19,RO-UA,EUR,0,500,215
2024-01-04,20,RO-UA,EUR,0,450,215
2024-01-04,21,RO-UA,EUR,0,200,145
2024-01-04,22,RO-UA,EUR,0,0,0
2024-01-04,23,RO-UA,EUR,0,0,0
2024-01-04,24,RO-UA,EUR,0,0,0
2024-01-04,1,UA-MD,EUR,0,133,50
2024-01-04,2,UA-MD,EUR,0,133,50
2024-01-04,3,UA-MD,EUR,0,133,50
2024-01-04,4,UA-MD,EUR,0,0,0
2024-01-04,5,UA-MD,EUR,0,0,0
2024-01-04,6,UA-MD,EUR,0,0,0
2024-01-04,7,UA-MD,EUR,0,0,0
2024-01-04,8,UA-MD,EUR,0,0,0
2024-01-04,9,UA-MD,EUR,0,0,0
2024-01-04,10,UA-MD,EUR,0,0,0
2024-01-04,11,UA-MD,EUR,0,0,0
2024-01-04,12,UA-MD,EUR,0,0,0
2024-01-04,13,UA-MD,EUR,0,0,0
2024-01-04,14,UA-MD,EUR,0,0,0
2024-01-04,15,UA-MD,EUR,0,0,0
2024-01-04,16,UA-MD,EUR,0,0,0
2024-01-04,17,UA-MD,EUR,0,0,0
2024-01-04,18,UA-MD,EUR,0,0,0
2024-01-04,19,UA-MD,EUR,0,0,0
2024-01-04,20,UA-MD,EUR,0,0,0
2024-01-04,21,UA-MD,EUR,0,0,0
2024-01-04,22,UA-MD,EUR,0,0,0
2024-01-04,23,UA-MD,EUR,0,0,0
2024-01-04,24,UA-MD,EUR,0,0,0
2024-01-04,1,UA-PL,EUR,0,0,0
2024-01-04,2,UA-PL,EUR,0,0,0
2024-01-04,3,UA-PL,EUR,0,0,0
2024-01-04,4,UA-PL,EUR,0,0,0
2024-01-04,5,UA-PL,EUR,0,0,0
2024-01-04,6,UA-PL,EUR,0,0,0
2024-01-04,7,UA-PL,EUR,0,0,0
2024-01-04,8,UA-PL,EUR,0,0,0
2024-01-04,9,UA-PL,EUR,0,0,0
2024-01-04,10,UA-PL,EUR,0,0,0
2024-01-04,11,UA-PL,EUR,0,0,0
2024-01-04,12,UA-PL,EUR,0,0,0
2024-01-04,13,UA-PL,EUR,0,0,0
2024-01-04,14,UA-PL,EUR,0,0,0
2024-01-04,15,UA-PL,EUR,0,0,0
2024-01-04,16,UA-PL,EUR,0,0,0
2024-01-04,17,UA-PL,EUR,0,0,0
2024-01-04,18,UA-PL,EUR,0,0,0
2024-01-04,19,UA-PL,EUR,0,0,0
2024-01-04,20,UA-PL,EUR,0,0,0
2024-01-04,21,UA-PL,EUR,0,0,0
2024-01-04,22,UA-PL,EUR,0,0,0
2024-01-04,23,UA-PL,EUR,0,0,0
2024-01-04,24,UA-PL,EUR,0,0,0
2024-01-04,1,UA-RO,EUR,0,133,133
2024-01-04,2,UA-RO,EUR,0,133,133
2024-01-04,3,UA-RO,EUR,0,133,133
