date,hour,energy_system,price_max,price_min
2020-10-26,19,Бурштинський острів,2355.46,1001.02
2020-10-26,19,ОЕС України,2355.46,880
2020-10-26,20,Бурштинський острів,2355.46,1001.01
2020-10-26,20,ОЕС України,2355.46,852.5
2020-10-26,21,Бурштинський острів,2355.46,1001.01
2020-10-26,21,ОЕС України,2355.46,762.85
2020-10-26,22,Бурштинський острів,2355.46,1001.01
2020-10-26,22,ОЕС України,2355.46,689.15
2020-10-26,23,Бурштинський острів,1102.98,527.52
2020-10-26,23,ОЕС України,1413.28,572
2020-10-26,24,Бурштинський острів,1102.98,527.52
2020-10-26,24,ОЕС України,1413.28,572
2020-10-27,0,Бурштинський острів,1102.98,527.52
2020-10-27,0,ОЕС України,1413.28,521.4
2020-10-27,1,Бурштинський острів,1102.98,527.52
2020-10-27,1,ОЕС України,1413.28,521.4
2020-10-27,2,Бурштинський острів,1102.98,527.52
2020-10-27,2,ОЕС України,1413.28,500.5
2020-10-27,3,Бурштинський острів,1102.98,527.52
2020-10-27,3,ОЕС України,1413.28,485.65
2020-10-27,4,Бурштинський острів,1102.98,527.52
2020-10-27,4,ОЕС України,1413.28,411.4
2020-10-27,5,Бурштинський острів,1102.98,527.52
2020-10-27,5,ОЕС України,1413.28,500.5
2020-10-27,6,Бурштинський острів,1102.98,527.52
2020-10-27,6,ОЕС України,1413.28,524.7
2020-10-27,7,Бурштинський острів,2355.46,879.63
2020-10-27,7,ОЕС України,2355.46,611.05
2020-10-27,8,Бурштинський острів,2355.46,1001.01
2020-10-27,8,ОЕС України,2355.46,611.05
2020-10-27,9,Бурштинський острів,2355.46,1099.45
2020-10-27,9,ОЕС України,2355.46,611.6
2020-10-27,10,Бурштинський острів,2355.46,1016.9
2020-10-27,10,ОЕС України,2355.46,611.05
2020-10-27,11,Бурштинський острів,2355.46,1001.01
2020-10-27,11,ОЕС України,2355.46,522.5
2020-10-27,12,Бурштинський острів,2355.46,1001
2020-10-27,12,ОЕС України,2355.46,393.72
2020-10-27,13,Бурштинський острів,2355.46,887.51
2020-10-27,13,ОЕС України,2355.46,423.5
2020-10-27,14,Бурштинський острів,2355.46,821.12
2020-10-27,14,ОЕС України,2355.46,605
2020-10-27,15,Бурштинський острів,2355.46,835.02
2020-10-27,15,ОЕС України,2355.46,711.67
2020-10-27,16,Бурштинський острів,2355.46,807.12
2020-10-27,16,ОЕС України,2355.46,613.8
2020-10-27,17,Бурштинський острів,2355.46,826.37
2020-10-27,17,ОЕС України,2355.46,797.5
2020-10-27,18,Бурштинський острів,2355.46,1126.53
2020-10-27,18,ОЕС України,2355.46,868.45
2020-10-27,19,Бурштинський острів,2355.46,1122
2020-10-27,19,ОЕС України,2355.46,873.4
2020-10-27,20,Бурштинський острів,2355.46,1122
2020-10-27,20,ОЕС України,2355.46,846.45
2020-10-27,21,Бурштинський острів,2355.46,922.48
2020-10-27,21,ОЕС України,2355.46,760.65
2020-10-27,22,Бурштинський острів,2355.46,782.79
2020-10-27,22,ОЕС України,2355.46,689.15
2020-10-27,23,Бурштинський острів,1102.98,527.52
2020-10-27,23,ОЕС України,1413.28,596.2
2020-10-27,24,Бурштинський острів,1102.98,527.52
2020-10-27,24,ОЕС України,1413.28,596.2
2020-10-28,0,Бурштинський острів,1102.98,527.52
2020-10-28,0,ОЕС України,1413.28,572
2020-10-28,1,Бурштинський острів,1102.98,527.52
2020-10-28,1,ОЕС України,1413.28,563.75
2020-10-28,2,Бурштинський острів,1102.98,521.95
2020-10-28,2,ОЕС України,1413.28,563.75
2020-10-28,3,Бурштинський острів,1102.98,463.78
2020-10-28,3,ОЕС України,1413.28,563.75
2020-10-28,4,Бурштинський острів,1102.98,438.72
2020-10-28,4,ОЕС України,1413.28,541.75
2020-10-28,5,Бурштинський острів,1102.98,499.89
2020-10-28,5,ОЕС України,1413.28,563.75
2020-10-28,6,Бурштинський острів,1102.98,527.52
2020-10-28,6,ОЕС України,1413.28,580.25
2020-10-28,7,Бурштинський острів,2355.46,889.95
2020-10-28,7,ОЕС України,2355.46,880
2020-10-28,8,Бурштинський острів,2355.46,913.01
2020-10-28,8,ОЕС України,2355.46,904.75
2020-10-28,9,Бурштинський острів,2355.46,1001
2020-10-28,9,ОЕС України,2355.46,852.5
2020-10-28,10,Бурштинський острів,2355.46,942.81
2020-10-28,10,ОЕС України,2355.46,818.95
2020-10-28,11,Бурштинський острів,2355.46,950.14
2020-10-28,11,ОЕС України,2355.46,704
2020-10-28,12,Бурштинський острів,2355.46,949.04
2020-10-28,12,ОЕС України,2355.46,423.66
2020-10-28,13,Бурштинський острів,2355.46,857.16
2020-10-28,13,ОЕС України,2355.46,423.66
2020-10-28,14,Бурштинський острів,2355.46,853.29
2020-10-28,14,ОЕС України,2355.46,730.95
2020-10-28,15,Бурштинський острів,2355.46,926.56
2020-10-28,15,ОЕС України,2355.46,904.75
2020-10-28,16,Бурштинський острів,2355.46,957.88
2020-10-28,16,ОЕС України,2355.46,852.5
2020-10-28,17,Бурштинський острів,2355.46,1001
2020-10-28,17,ОЕС України,2355.46,959.2
2020-10-28,18,Бурштинський острів,2355.46,1000.73
2020-10-28,18,ОЕС України,2355.46,989.81
2020-10-28,19,Бурштинський острів,2355.46,1001
2020-10-28,19,ОЕС України,2355.46,1024.75
2020-10-28,20,Бурштинський острів,2355.46,1001
2020-10-28,20,ОЕС України,2355.46,977.35
2020-10-28,21,Бурштинський острів,2355.46,1001
2020-10-28,21,ОЕС України,2355.46,812.35
2020-10-28,22,Бурштинський острів,2355.46,740.42
2020-10-28,22,ОЕС України,2355.46,742.5
2020-10-28,23,Бурштинський острів,1102.98,527.52
2020-10-28,23,ОЕС України,1413.28,618.75
2020-10-28,24,Бурштинський острів,1102.98,527.52
2020-10-28,24,ОЕС України,1413.28,618.75
2020-10-29,0,Бурштинський острів,1102.98,527.52
2020-10-29,0,ОЕС України,1413.28,514.8
2020-10-29,1,Бурштинський острів,1102.98,527.52
2020-10-29,1,ОЕС України,1413.28,514.8
2020-10-29,2,Бурштинський острів,1102.98,353.76
2020-10-29,2,ОЕС України,1413.28,514.8
2020-10-29,3,Бурштинський острів,1102.98,275
2020-10-29,3,ОЕС України,1413.28,514.8
2020-10-29,4,Бурштинський острів,1102.98,275
2020-10-29,4,ОЕС України,1413.28,495
2020-10-29,5,Бурштинський острів,1102.98,352.57
2020-10-29,5,ОЕС України,1413.28,493.9
2020-10-29,6,Бурштинський острів,1102.98,527.52
2020-10-29,6,ОЕС України,1413.28,518.1
2020-10-29,7,Бурштинський острів,2355.46,663.49
2020-10-29,7,ОЕС України,2355.46,748
2020-10-29,8,Бурштинський острів,2355.46,877.32
2020-10-29,8,ОЕС України,2355.46,611.05
2020-10-29,9,Бурштинський острів,2355.46,893.34
2020-10-29,9,ОЕС України,2355.46,610.5
2020-10-29,10,Бурштинський острів,2355.46,845.81
2020-10-29,10,ОЕС України,2355.46,610.5
2020-10-29,11,Бурштинський острів,2355.46,799.28
2020-10-29,11,ОЕС України,2355.46,611.05
2020-10-29,12,Бурштинський острів,2355.46,759.3
2020-10-29,12,ОЕС України,2355.46,330
2020-10-29,13,Бурштинський острів,2355.46,742.12
2020-10-29,13,ОЕС України,2355.46,338.72
2020-10-29,14,Бурштинський острів,2355.46,728.9
2020-10-29,14,ОЕС України,2355.46,612.98
2020-10-29,15,Бурштинський острів,2355.46,715.77
2020-10-29,15,ОЕС України,2355.46,794.75
2020-10-29,16,Бурштинський острів,2355.46,802.01
2020-10-29,16,ОЕС України,2355.46,695.75
2020-10-29,17,Бурштинський острів,2355.46,920.06
2020-10-29,17,ОЕС України,2355.46,767.25
2020-10-29,18,Бурштинський острів,2355.46,1004.17
2020-10-29,18,ОЕС України,2355.46,880
2020-10-29,19,Бурштинський острів,2355.46,1001
2020-10-29,19,ОЕС України,2355.46,880
2020-10-29,20,Бурштинський острів,2355.46,1001
2020-10-29,20,ОЕС України,2355.46,838.75
2020-10-29,21,Бурштинський острів,2355.46,879.45
2020-10-29,21,ОЕС України,2355.46,740.85
2020-10-29,22,Бурштинський острів,2355.46,941.52
2020-10-29,22,ОЕС України,2355.46,688.05
2020-10-29,23,Бурштинський острів,1102.98,527.52
2020-10-29,23,ОЕС України,1413.28,585.75
2020-10-29,24,Бурштинський острів,1102.98,527.52
2020-10-29,24,ОЕС України,1413.28,585.75
2020-10-30,0,Бурштинський острів,1102.98,527.52
2020-10-30,0,ОЕС України,1413.28,517.55
2020-10-30,1,Бурштинський острів,1102.98,527.52
2020-10-30,1,ОЕС України,1413.28,517.55
2020-10-30,2,Бурштинський острів,1102.98,491.92
2020-10-30,2,ОЕС України,1413.28,513.7
2020-10-30,3,Бурштинський острів,1102.98,385.55
2020-10-30,3,ОЕС України,1413.28,513.7
2020-10-30,4,Бурштинський острів,1102.98,385.55
2020-10-30,4,ОЕС України,1413.28,492.25
2020-10-30,5,Бурштинський острів,1102.98,494.45
2020-10-30,5,ОЕС України,1413.28,517.55
2020-10-30,6,Бурштинський острів,1102.98,527.52
2020-10-30,6,ОЕС України,1413.28,524.7
2020-10-30,7,Бурштинський острів,2355.46,913.3
2020-10-30,7,ОЕС України,2355.46,612.15
2020-10-30,8,Бурштинський острів,2355.46,995.51
2020-10-30,8,ОЕС України,2355.46,660
2020-10-30,9,Бурштинський острів,2355.46,991.8
2020-10-30,9,ОЕС України,2355.46,792.55
2020-10-30,10,Бурштинський острів,2355.46,955.43
2020-10-30,10,ОЕС України,2355.46,738.65
2020-10-30,11,Бурштинський острів,2355.46,986.23
2020-10-30,11,ОЕС України,2355.46,599.5
2020-10-30,12,Бурштинський острів,2355.46,995.5
2020-10-30,12,ОЕС України,2355.46,599.5
2020-10-30,13,Бурштинський острів,2355.46,995.5
2020-10-30,13,ОЕС України,2355.46,610.5
2020-10-30,14,Бурштинський острів,2355.46,995.5
2020-10-30,14,ОЕС України,2355.46,769.45
2020-10-30,15,Бурштинський острів,2355.46,995.5
2020-10-30,15,ОЕС України,2355.46,846.45
2020-10-30,16,Бурштинський острів,2355.46,995.5
2020-10-30,16,ОЕС України,2355.46,693
2020-10-30,17,Бурштинський острів,2355.46,986.47
2020-10-30,17,ОЕС України,2355.46,767.25
2020-10-30,18,Бурштинський острів,2355.46,995.5
2020-10-30,18,ОЕС України,2355.46,880
2020-10-30,19,Бурштинський острів,2355.46,988.24
2020-10-30,19,ОЕС України,2355.46,867.35
2020-10-30,20,Бурштинський острів,2355.46,881.32
2020-10-30,20,ОЕС України,2355.46,865.7
2020-10-30,21,Бурштинський острів,2355.46,850.35
2020-10-30,21,ОЕС України,2355.46,756.25
2020-10-30,22,Бурштинський острів,2355.46,830.81
2020-10-30,22,ОЕС України,2355.46,653.4
2020-10-30,23,Бурштинський острів,1102.98,527.52
2020-10-30,23,ОЕС України,1413.28,600.6
2020-10-30,24,Бурштинський острів,1102.98,527.52
2020-10-30,24,ОЕС України,1413.28,600.6
2020-10-31,0,Бурштинський острів,1102.98,527.52
2020-10-31,0,ОЕС України,1413.28,492.25
2020-10-31,1,Бурштинський острів,1102.98,527.52
2020-10-31,1,ОЕС України,1413.28,492.25
2020-10-31,2,Бурштинський острів,1102.98,527.52
2020-10-31,2,ОЕС України,1413.28,492.25
2020-10-31,3,Бурштинський острів,1102.98,527.52
2020-10-31,3,ОЕС України,1413.28,492.25
2020-10-31,4,Бурштинський острів,1102.98,527.52
2020-10-31,4,ОЕС України,1413.28,465.85
2020-10-31,5,Бурштинський острів,1102.98,527.52
2020-10-31,5,ОЕС України,1413.28,492.25
2020-10-31,6,Бурштинський острів,1102.98,527.52
2020-10-31,6,ОЕС України,1413.28,492.25
2020-10-31,7,Бурштинський острів,2355.46,653.81
2020-10-31,7,ОЕС України,2355.46,601.7
2020-10-31,8,Бурштинський острів,2355.46,670.29
2020-10-31,8,ОЕС України,2355.46,594
2020-10-31,9,Бурштинський острів,2355.46,653.81
2020-10-31,9,ОЕС України,2355.46,566.5
2020-10-31,10,Бурштинський острів,2355.46,653.81
2020-10-31,10,ОЕС України,2355.46,582.45
2020-10-31,11,Бурштинський острів,2355.46,628.94
2020-10-31,11,ОЕС України,2355.46,582.45
2020-10-31,12,Бурштинський острів,2355.46,628.94
2020-10-31,12,ОЕС України,2355.46,566.5
2020-10-31,13,Бурштинський острів,2355.46,548.96
2020-10-31,13,ОЕС України,2355.46,582.45
2020-10-31,14,Бурштинський острів,2355.46,484.83
2020-10-31,14,ОЕС України,2355.46,577.5
2020-10-31,15,Бурштинський острів,2355.46,474.51
2020-10-31,15,ОЕС України,2355.46,541.75
2020-10-31,16,Бурштинський острів,2355.46,484.83
2020-10-31,16,ОЕС України,2355.46,582.45
2020-10-31,17,Бурштинський острів,2355.46,626.45
2020-10-31,17,ОЕС України,2355.46,740.3
2020-10-31,18,Бурштинський острів,2355.46,657.8
2020-10-31,18,ОЕС України,2355.46,870.65
2020-10-31,19,Бурштинський острів,2355.46,734.64
2020-10-31,19,ОЕС України,2355.46,860.2
2020-10-31,20,Бурштинський острів,2355.46,984.5
2020-10-31,20,ОЕС України,2355.46,796.4
2020-10-31,21,Бурштинський острів,2355.46,645.7
2020-10-31,21,ОЕС України,2355.46,618.94
2020-10-31,22,Бурштинський острів,2355.46,497.75
2020-10-31,22,ОЕС України,2355.46,582.45
2020-10-31,23,Бурштинський острів,1102.98,527.52
2020-10-31,23,ОЕС України,1413.28,596.75
2020-10-31,24,Бурштинський острів,1102.98,527.52
2020-10-31,24,ОЕС України,1413.28,596.75
2020-11-01,0,Бурштинський острів,1102.98,527.52
2020-11-01,0,ОЕС України,1413.28,516.45
2020-11-01,1,Бурштинський острів,1102.98,422.25
2020-11-01,1,ОЕС України,1413.28,516.45
2020-11-01,2,Бурштинський острів,1102.98,324.97
2020-11-01,2,ОЕС України,1413.28,516.45
2020-11-01,3,Бурштинський острів,1102.98,274.45
2020-11-01,3,ОЕС України,1413.28,516.45
2020-11-01,4,Бурштинський острів,1102.98,274.45
2020-11-01,4,ОЕС України,1413.28,491.15
2020-11-01,5,Бурштинський острів,1102.98,356.54
2020-11-01,5,ОЕС України,1413.28,516.45
2020-11-01,6,Бурштинський острів,1102.98,478.5
2020-11-01,6,ОЕС України,1413.28,516.45
2020-11-01,7,Бурштинський острів,2355.46,594
2020-11-01,7,ОЕС України,2355.46,582.45
2020-11-01,8,Бурштинський острів,2355.46,687.5
2020-11-01,8,ОЕС України,2355.46,555.5
2020-11-01,9,Бурштинський острів,2355.46,659.45
2020-11-01,9,ОЕС України,2355.46,581.9
2020-11-01,10,Бурштинський острів,2355.46,659.45
2020-11-01,10,ОЕС України,2355.46,612.7
2020-11-01,11,Бурштинський острів,2355.46,647.93
2020-11-01,11,ОЕС України,2355.46,613.25
2020-11-01,12,Бурштинський острів,2355.46,648.51
2020-11-01,12,ОЕС України,2355.46,610.5
2020-11-01,13,Бурштинський острів,2355.46,641
2020-11-01,13,ОЕС України,2355.46,613.8
2020-11-01,14,Бурштинський острів,2355.46,556.49
2020-11-01,14,ОЕС України,2355.46,582.45
2020-11-01,15,Бурштинський острів,2355.46,514.53
2020-11-01,15,ОЕС України,2355.46,613.8
2020-11-01,16,Бурштинський острів,2355.46,573.13
2020-11-01,16,ОЕС України,2355.46,582.45
2020-11-01,17,Бурштинський острів,2355.46,578.52
2020-11-01,17,ОЕС України,2355.46,742.5
2020-11-01,18,Бурштинський острів,2355.46,995.5
2020-11-01,18,ОЕС України,2355.46,869.55
2020-11-01,19,Бурштинський острів,2355.46,931.7
2020-11-01,19,ОЕС України,2355.46,869.55
2020-11-01,20,Бурштинський острів,2355.46,814.95
2020-11-01,20,ОЕС України,2355.46,860.2
2020-11-01,21,Бурштинський острів,2355.46,903.72
2020-11-01,21,ОЕС України,2355.46,752.95
2020-11-01,22,Бурштинський острів,2355.46,517
2020-11-01,22,ОЕС України,2355.46,674.85
2020-11-01,23,Бурштинський острів,1102.98,517
2020-11-01,23,ОЕС України,1413.28,598.95
2020-11-01,24,Бурштинський острів,1102.98,517
2020-11-01,24,ОЕС України,1413.28,598.95
2020-11-02,0,Бурштинський острів,1102.98,527.52
2020-11-02,0,ОЕС України,1413.28,490.05
2020-11-02,1,Бурштинський острів,1102.98,521.4
2020-11-02,1,ОЕС України,1413.28,484
2020-11-02,2,Бурштинський острів,1102.98,521.4
2020-11-02,2,ОЕС України,1413.28,490.05
2020-11-02,3,Бурштинський острів,1102.98,521.4
2020-11-02,3,ОЕС України,1413.28,484
2020-11-02,4,Бурштинський острів,1102.98,521.4
2020-11-02,4,ОЕС України,1413.28,490.05
2020-11-02,5,Бурштинський острів,1102.98,521.4
2020-11-02,5,ОЕС України,1413.28,494.45
2020-11-02,6,Бурштинський острів,1102.98,521.95
2020-11-02,6,ОЕС України,1413.28,525.25
2020-11-02,7,Бурштинський острів,2355.46,1126.53
2020-11-02,7,ОЕС України,2355.46,785.95
2020-11-02,8,Бурштинський острів,2355.46,1001
2020-11-02,8,ОЕС України,2355.46,906.95
2020-11-02,9,Бурштинський острів,2355.46,1126.53
2020-11-02,9,ОЕС України,2355.46,922.9
2020-11-02,10,Бурштинський острів,2355.46,1056
2020-11-02,10,ОЕС України,2355.46,959.2
2020-11-02,11,Бурштинський острів,2355.46,1126.53
2020-11-02,11,ОЕС України,2355.46,874.5
2020-11-02,12,Бурштинський острів,2355.46,1126.53
2020-11-02,12,ОЕС України,2355.46,874.5
2020-11-02,13,Бурштинський острів,2355.46,995.5
2020-11-02,13,ОЕС України,2355.46,874.5
2020-11-02,14,Бурштинський острів,2355.46,959.75
2020-11-02,14,ОЕС України,2355.46,756.25
2020-11-02,15,Бурштинський острів,2355.46,957
2020-11-02,15,ОЕС України,2355.46,868.45
2020-11-02,16,Бурштинський острів,2355.46,1126.53
2020-11-02,16,ОЕС України,2355.46,928.4
2020-11-02,17,Бурштинський острів,2355.46,1126.53
2020-11-02,17,ОЕС України,2355.46,965.25
2020-11-02,18,Бурштинський острів,2355.46,1126.53
2020-11-02,18,ОЕС України,2355.46,983.4
2020-11-02,19,Бурштинський острів,2355.46,1126.53
2020-11-02,19,ОЕС України,2355.46,933.9
2020-11-02,20,Бурштинський острів,2355.46,1126.53
2020-11-02,20,ОЕС України,2355.46,880
2020-11-02,21,Бурштинський острів,2355.46,1126.53
2020-11-02,21,ОЕС України,2355.46,768.35
2020-11-02,22,Бурштинський острів,2355.46,995.5
2020-11-02,22,ОЕС України,2355.46,768.9
2020-11-02,23,Бурштинський острів,1102.98,527.52
2020-11-02,23,ОЕС України,1413.28,605
2020-11-02,24,Бурштинський острів,1102.98,527.52
2020-11-02,24,ОЕС України,1413.28,605
2020-11-03,0,Бурштинський острів,1102.98,527.52
2020-11-03,0,ОЕС України,1413.28,543.4
2020-11-03,1,Бурштинський острів,1102.98,527.52
2020-11-03,1,ОЕС України,1413.28,541.75
2020-11-03,2,Бурштинський острів,1102.98,521.95
2020-11-03,2,ОЕС України,1413.28,543.4
2020-11-03,3,Бурштинський острів,1102.98,521.95
2020-11-03,3,ОЕС України,1413.28,543.4
2020-11-03,4,Бурштинський острів,1102.98,521.95
2020-11-03,4,ОЕС України,1413.28,490.05
2020-11-03,5,Бурштинський острів,1102.98,521.95
2020-11-03,5,ОЕС України,1413.28,543.4
2020-11-03,6,Бурштинський острів,1102.98,527.52
2020-11-03,6,ОЕС України,1413.28,543.4
2020-11-03,7,Бурштинський острів,2355.46,984.5
2020-11-03,7,ОЕС України,2355.46,770
2020-11-03,8,Бурштинський острів,2355.46,984.5
2020-11-03,8,ОЕС України,2355.46,793.65
2020-11-03,9,Бурштинський острів,2355.46,984.5
2020-11-03,9,ОЕС України,2355.46,922.85
2020-11-03,10,Бурштинський острів,2355.46,984.5
2020-11-03,10,ОЕС України,2355.46,874.5
2020-11-03,11,Бурштинський острів,2355.46,929.5
2020-11-03,11,ОЕС України,2355.46,853.05
2020-11-03,12,Бурштинський острів,2355.46,770
2020-11-03,12,ОЕС України,2355.46,853.05
2020-11-03,13,Бурштинський острів,2355.46,770
2020-11-03,13,ОЕС України,2355.46,959.15
2020-11-03,14,Бурштинський острів,2355.46,770
2020-11-03,14,ОЕС України,2355.46,750.75
2020-11-03,15,Бурштинський острів,2355.46,995.51
2020-11-03,15,ОЕС України,2355.46,858
2020-11-03,16,Бурштинський острів,2355.46,1099.45
2020-11-03,16,ОЕС України,2355.46,865.15
2020-11-03,17,Бурштинський острів,2355.46,1126.53
2020-11-03,17,ОЕС України,2355.46,767.25
2020-11-03,18,Бурштинський острів,2355.46,1126.53
2020-11-03,18,ОЕС України,2355.46,880
2020-11-03,19,Бурштинський острів,2355.46,1126.53
2020-11-03,19,ОЕС України,2355.46,878.35
2020-11-03,20,Бурштинський острів,2355.46,1126.53
2020-11-03,20,ОЕС України,2355.46,850.85
2020-11-03,21,Бурштинський острів,2355.46,984.5
2020-11-03,21,ОЕС України,2355.46,581.9
2020-11-03,22,Бурштинський острів,2355.46,984.5
2020-11-03,22,ОЕС України,2355.46,681.45
2020-11-03,23,Бурштинський острів,1102.98,527.52
2020-11-03,23,ОЕС України,1413.28,594.55
2020-11-03,24,Бурштинський острів,1102.98,527.52
2020-11-03,24,ОЕС України,1413.28,594.55
2020-11-04,0,Бурштинський острів,1102.98,527.52
2020-11-04,0,ОЕС України,1413.28,541.2
2020-11-04,1,Бурштинський острів,1102.98,527.52
2020-11-04,1,ОЕС України,1413.28,490.09
2020-11-04,2,Бурштинський острів,1102.98,527.52
2020-11-04,2,ОЕС України,1413.28,490.09
2020-11-04,3,Бурштинський острів,1102.98,521.95
2020-11-04,3,ОЕС України,1413.28,490.09
2020-11-04,4,Бурштинський острів,1102.98,521.95
2020-11-04,4,ОЕС України,1413.28,490.09
2020-11-04,5,Бурштинський острів,1102.98,527.52
2020-11-04,5,ОЕС України,1413.28,542.85
2020-11-04,6,Бурштинський острів,1102.98,527.52
2020-11-04,6,ОЕС України,1413.28,548.9
2020-11-04,7,Бурштинський острів,2355.46,712.8
2020-11-04,7,ОЕС України,2355.46,714.45
2020-11-04,8,Бурштинський острів,2355.46,825
2020-11-04,8,ОЕС України,2355.46,904.75
2020-11-04,9,Бурштинський острів,2355.46,825
2020-11-04,9,ОЕС України,2355.46,977.35
2020-11-04,10,Бурштинський острів,2355.46,825
2020-11-04,10,ОЕС України,2355.46,959.2
2020-11-04,11,Бурштинський острів,2355.46,825
2020-11-04,11,ОЕС України,2355.46,959.2
2020-11-04,12,Бурштинський острів,2355.46,984.5
2020-11-04,12,ОЕС України,2355.46,959.2
2020-11-04,13,Бурштинський острів,2355.46,984.5
2020-11-04,13,ОЕС України,2355.46,959.2
2020-11-04,14,Бурштинський острів,2355.46,984.5
2020-11-04,14,ОЕС України,2355.46,818.95
2020-11-04,15,Бурштинський острів,2355.46,984.5
2020-11-04,15,ОЕС України,2355.46,959.2
2020-11-04,16,Бурштинський острів,2355.46,984.5
2020-11-04,16,ОЕС України,2355.46,862.4
2020-11-04,17,Бурштинський острів,2355.46,995.52
2020-11-04,17,ОЕС України,2355.46,933.35
2020-11-04,18,Бурштинський острів,2355.46,1111
2020-11-04,18,ОЕС України,2355.46,880
2020-11-04,19,Бурштинський острів,2355.46,1111
2020-11-04,19,ОЕС України,2355.46,878.35
2020-11-04,20,Бурштинський острів,2355.46,1045
2020-11-04,20,ОЕС України,2355.46,860.2
2020-11-04,21,Бурштинський острів,2355.46,825
2020-11-04,21,ОЕС України,2355.46,768.35
2020-11-04,22,Бурштинський острів,2355.46,984.5
2020-11-04,22,ОЕС України,2355.46,686.95
2020-11-04,23,Бурштинський острів,1102.98,527.52
2020-11-04,23,ОЕС України,1413.28,588.5
2020-11-04,24,Бурштинський острів,1102.98,527.52
2020-11-04,24,ОЕС України,1413.28,588.5
2020-11-05,0,Бурштинський острів,1102.98,527.52
2020-11-05,0,ОЕС України,1413.28,548.9
2020-11-05,1,Бурштинський острів,1102.98,527.52
2020-11-05,1,ОЕС України,1413.28,548.9
2020-11-05,2,Бурштинський острів,1102.98,527.52
2020-11-05,2,ОЕС України,1413.28,548.9
2020-11-05,3,Бурштинський острів,1102.98,527.52
2020-11-05,3,ОЕС України,1413.28,548.9
2020-11-05,4,Бурштинський острів,1102.98,527.52
2020-11-05,4,ОЕС України,1413.28,548.9
2020-11-05,5,Бурштинський острів,1102.98,527.52
2020-11-05,5,ОЕС України,1413.28,548.9
2020-11-05,6,Бурштинський острів,1102.98,527.52
2020-11-05,6,ОЕС України,1413.28,550
2020-11-05,7,Бурштинський острів,2355.46,984.5
2020-11-05,7,ОЕС України,2355.46,935
2020-11-05,8,Бурштинський острів,2355.46,994.95
2020-11-05,8,ОЕС України,2355.46,955.35
2020-11-05,9,Бурштинський острів,2355.46,994.95
2020-11-05,9,ОЕС України,2355.46,950.95
2020-11-05,10,Бурштинський острів,2355.46,984.5
2020-11-05,10,ОЕС України,2355.46,959.2
2020-11-05,11,Бурштинський острів,2355.46,961.95
2020-11-05,11,ОЕС України,2355.46,959.2
2020-11-05,12,Бурштинський острів,2355.46,793.04
2020-11-05,12,ОЕС України,2355.46,956.45
2020-11-05,13,Бурштинський острів,2355.46,795.23
2020-11-05,13,ОЕС України,2355.46,933.9
2020-11-05,14,Бурштинський острів,2355.46,776.42
2020-11-05,14,ОЕС України,2355.46,933.9
2020-11-05,15,Бурштинський острів,2355.46,799.87
2020-11-05,15,ОЕС України,2355.46,958.65
2020-11-05,16,Бурштинський острів,2355.46,839.96
2020-11-05,16,ОЕС України,2355.46,965.25
2020-11-05,17,Бурштинський острів,2355.46,859.69
2020-11-05,17,ОЕС України,2355.46,933.35
2020-11-05,18,Бурштинський острів,2355.46,964.13
2020-11-05,18,ОЕС України,2355.46,891
2020-11-05,19,Бурштинський острів,2355.46,978.92
2020-11-05,19,ОЕС України,2355.46,912.45
2020-11-05,20,Бурштинський острів,2355.46,931.7
2020-11-05,20,ОЕС України,2355.46,891
2020-11-05,21,Бурштинський острів,2355.46,984.5
2020-11-05,21,ОЕС України,2355.46,943.8
2020-11-05,22,Бурштинський острів,2355.46,770
2020-11-05,22,ОЕС України,2355.46,933.9
2020-11-05,23,Бурштинський острів,1102.98,527.52
2020-11-05,23,ОЕС України,1413.28,605
2020-11-05,24,Бурштинський острів,1102.98,527.52
2020-11-05,24,ОЕС України,1413.28,605
2020-11-06,0,Бурштинський острів,1102.98,527.52
2020-11-06,0,ОЕС України,1413.28,539
2020-11-06,1,Бурштинський острів,1102.98,527.52
2020-11-06,1,ОЕС України,1413.28,521.95
2020-11-06,2,Бурштинський острів,1102.98,527.52
2020-11-06,2,ОЕС України,1413.28,521.95
2020-11-06,3,Бурштинський острів,1102.98,527.52
2020-11-06,3,ОЕС України,1413.28,494.45
2020-11-06,4,Бурштинський острів,1102.98,527.52
2020-11-06,4,ОЕС України,1413.28,539
2020-11-06,5,Бурштинський острів,1102.98,527.52
2020-11-06,5,ОЕС України,1413.28,539
2020-11-06,6,Бурштинський острів,1102.98,527.52
2020-11-06,6,ОЕС України,1413.28,545.6
2020-11-06,7,Бурштинський острів,2355.46,990
2020-11-06,7,ОЕС України,2355.46,891
2020-11-06,8,Бурштинський острів,2355.46,990
2020-11-06,8,ОЕС України,2355.46,934.45
2020-11-06,9,Бурштинський острів,2355.46,990
2020-11-06,9,ОЕС України,2355.46,902.55
2020-11-06,10,Бурштинський острів,2355.46,962.5
2020-11-06,10,ОЕС України,2355.46,891
2020-11-06,11,Бурштинський острів,2355.46,770
2020-11-06,11,ОЕС України,2355.46,863.5
2020-11-06,12,Бурштинський острів,2355.46,742.5
2020-11-06,12,ОЕС України,2355.46,895.95
2020-11-06,13,Бурштинський острів,2355.46,742.5
2020-11-06,13,ОЕС України,2355.46,923.45
2020-11-06,14,Бурштинський острів,2355.46,742.5
