country,hour,date,direction,volume_bm,price_bm_eur,price_bm_uah,price_marg_eur,price_marg_uah,price_dam_eur,price_dam_uah,volume_dam,rate
UA,13,2025-03-14,down,1303.896,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,22.19965467203843,999,2867.6,45.0007
UA,13,2025-03-14,up,32.927,130.25819598361804,5861.71,129.9742004013271,5848.93,22.19965467203843,999,2867.6,45.0007
UA,14,2025-03-14,down,1107.218,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,60.66572297764257,2730,2960.4,45.0007
UA,14,2025-03-14,up,57.112,147.60637056756894,6642.39,144.54130713522233,6504.46,60.66572297764257,2730,2960.4,45.0007
UA,15,2025-03-14,down,339.831,0.34332799267566944,15.45,2.222187654858702e-4,0.01,66.64340776921247,2999,3113.6,45.0007
UA,15,2025-03-14,up,35.841,158.75819709471185,7144.23,157.97820922785644,7109.13,66.64340776921247,2999,3113.6,45.0007
UA,16,2025-03-14,down,589.827,0.1057761323712742,4.76,0.1057761323712742,4.76,123.33141484465796,5550,3480.6,45.0007
UA,16,2025-03-14,up,90.84,174.09862513249794,7834.56,173.35908108096095,7801.28,123.33141484465796,5550,3480.6,45.0007
UA,17,2025-03-14,down,451.957,0.10555391360578836,4.75,0.10555391360578836,4.75,197.61803705275696,8892.95,3815.8,45.0007
UA,17,2025-03-14,up,131.019,218.24038292737663,9820.97,218.08527422906752,9813.99,197.61803705275696,8892.95,3815.8,45.0007
UA,18,2025-03-14,down,366.548,1.049539229389765,47.23,0.1057761323712742,4.76,197.77470128242447,8900,4120.9,45.0007
UA,18,2025-03-14,up,113.059,218.1177181688285,9815.45,217.70328017119732,9796.8,197.77470128242447,8900,4120.9,45.0007
UA,19,2025-03-14,down,207.172,2.0639678938327624,92.88,151.35431226625363,6811.05,199.9968889372832,9000,4044.5,45.0007
UA,19,2025-03-14,up,90.11,222.21632107944984,9999.89,222.21632107944984,9999.89,199.9968889372832,9000,4044.5,45.0007
UA,20,2025-03-14,down,422.579,0.8182094945189741,36.82,2.222187654858702e-4,0.01,197.52381629619092,8888.71,3850.7,45.0007
UA,20,2025-03-14,up,142.188,218.69082036501652,9841.24,218.69082036501652,9841.24,197.52381629619092,8888.71,3850.7,45.0007
UA,21,2025-03-14,down,444.015,0.01155537580526525,0.52,0.01088871950880764,0.49,197.33026375145275,8880,3475.7,45.0007
UA,21,2025-03-14,up,68.542,216.8466268302493,9758.25,216.0615279317877,9722.92,197.33026375145275,8880,3475.7,45.0007
UA,22,2025-03-14,down,740.216,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,184.44157535327227,8300,3019.8,45.0007
UA,22,2025-03-14,up,70.724,218.26438255404912,9822.05,217.6246147282153,9793.26,184.44157535327227,8300,3019.8,45.0007
UA,23,2025-03-14,down,798.223,2.6430699966889404,118.94,2.6072927754457154,117.33,117.23862073256636,5275.82,2933.5,45.0007
UA,23,2025-03-14,up,163.407,177.73101307313,7998.02,176.61569708915638,7947.83,117.23862073256636,5275.82,2933.5,45.0007
UA,0,2025-03-15,down,822.105,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,121.77588348625687,5480,3062.2,45.0007
UA,0,2025-03-15,up,46.267,139.91071250002776,6296.08,139.28872217543284,6268.09,121.77588348625687,5480,3062.2,45.0007
UA,1,2025-03-15,down,798.279,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,89.5541624908057,4030,2642.9,45.0007
UA,1,2025-03-15,up,85.492,140.1131537953854,6305.19,139.28894439419832,6268.1,89.5541624908057,4030,2642.9,45.0007
UA,2,2025-03-15,down,1072,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,83.46536831649286,3756,2459.5,45.0007
UA,2,2025-03-15,up,180.556,128.41666907403663,5778.84,128.41666907403663,5778.84,83.46536831649286,3756,2459.5,45.0007
UA,3,2025-03-15,down,1037.498,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,82.39871824216067,3708,2409.7,45.0007
UA,3,2025-03-15,up,131.815,114.22111211603374,5140.03,114.22111211603374,5140.03,82.39871824216067,3708,2409.7,45.0007
UA,4,2025-03-15,down,1015.232,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,82.39871824216067,3708,2391.3,45.0007
UA,4,2025-03-15,up,18.958,122.02965731644174,5491.42,122.02965731644174,5491.42,82.39871824216067,3708,2391.3,45.0007
UA,5,2025-03-15,down,1048.601,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,83.15426204481263,3742,2421.2,45.0007
UA,5,2025-03-15,up,113.017,138.2496272280209,6221.33,136.62120811454045,6148.05,83.15426204481263,3742,2421.2,45.0007
UA,6,2025-03-15,down,948.35,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,88.88750619434808,4000,2589,45.0007
UA,6,2025-03-15,up,49.014,139.55405138142294,6280.03,137.96585386449544,6208.56,88.88750619434808,4000,2589,45.0007
UA,7,2025-03-15,down,743.381,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,91.1096938492068,4100,2726.4,45.0007
UA,7,2025-03-15,up,28.944,173.11819593917426,7790.44,172.75686822649425,7774.18,91.1096938492068,4100,2726.4,45.0007
UA,8,2025-03-15,down,404.136,0.4939923156750895,22.23,2.222187654858702e-4,0.01,99.77622570315572,4490,3013.7,45.0007
UA,8,2025-03-15,up,144.49,175.8368203161284,7912.78,175.8368203161284,7912.78,99.77622570315572,4490,3013.7,45.0007
UA,9,2025-03-15,down,450.673,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,75.55438026519587,3400,2787.9,45.0007
UA,9,2025-03-15,up,617.153,183.062041257136,8237.92,182.23894294977632,8200.88,75.55438026519587,3400,2787.9,45.0007
UA,10,2025-03-15,down,117,47.51148315470648,2138.05,51.21764772547982,2304.83,63.11012939798714,2840,2837.4,45.0007
