date,country,direction,spread_wave,spread_ave,activation_share,revenue_per_mw
2022-06-04T00:00:00Z,Poland,DOWN,NA,10.270014373328612,NA,NA
2022-06-04T00:00:00Z,Poland,UP,NA,-10.270014373328612,NA,NA
2022-06-05T00:00:00Z,Poland,DOWN,NA,12.322682349935908,NA,NA
2022-06-05T00:00:00Z,Poland,UP,NA,-12.322682349935908,NA,NA
2022-06-06T00:00:00Z,Poland,DOWN,NA,-27.088575586713905,NA,NA
2022-06-06T00:00:00Z,Poland,UP,NA,27.088575586713905,NA,NA
2022-06-07T00:00:00Z,Poland,DOWN,NA,1.9306286206971748,NA,NA
2022-06-07T00:00:00Z,Poland,UP,NA,-1.9306286206971748,NA,NA
2022-06-08T00:00:00Z,Poland,DOWN,NA,40.98651536457689,NA,NA
2022-06-08T00:00:00Z,Poland,UP,NA,-40.98651536457689,NA,NA
2022-06-09T00:00:00Z,Poland,DOWN,NA,42.59626876117895,NA,NA
2022-06-09T00:00:00Z,Poland,UP,NA,-42.59626876117895,NA,NA
2022-06-10T00:00:00Z,Poland,DOWN,NA,8.789680210350518,NA,NA
2022-06-10T00:00:00Z,Poland,UP,NA,-8.789680210350518,NA,NA
2022-06-11T00:00:00Z,Poland,DOWN,NA,-7.82678873945633,NA,NA
2022-06-11T00:00:00Z,Poland,UP,NA,7.82678873945633,NA,NA
2022-06-12T00:00:00Z,Poland,DOWN,NA,-14.514678023147255,NA,NA
2022-06-12T00:00:00Z,Poland,UP,NA,14.514678023147255,NA,NA
2022-06-13T00:00:00Z,Poland,DOWN,NA,26.900544154807946,NA,NA
2022-06-13T00:00:00Z,Poland,UP,NA,-26.900544154807946,NA,NA
2022-06-14T00:00:00Z,Poland,DOWN,NA,11.500172755191889,NA,NA
2022-06-14T00:00:00Z,Poland,UP,NA,-11.500172755191889,NA,NA
2022-06-15T00:00:00Z,Poland,DOWN,NA,21.243802955665007,NA,NA
2022-06-15T00:00:00Z,Poland,UP,NA,-21.243802955665007,NA,NA
2022-06-16T00:00:00Z,Poland,DOWN,NA,17.80785684585685,NA,NA
2022-06-16T00:00:00Z,Poland,UP,NA,-17.80785684585685,NA,NA
2022-06-17T00:00:00Z,Poland,DOWN,NA,4.071903403020545,NA,NA
2022-06-17T00:00:00Z,Poland,UP,NA,-4.071903403020545,NA,NA
2022-06-18T00:00:00Z,Poland,DOWN,NA,21.901710288612488,NA,NA
2022-06-18T00:00:00Z,Poland,UP,NA,-21.901710288612488,NA,NA
2022-06-19T00:00:00Z,Poland,DOWN,NA,-8.224010575727263,NA,NA
